Title,Date,Excerpt,Rakuten_Title,Rakuten_Description,Rakuten_Count,UnitedAirlines_Title,UnitedAirlines_Description,UnitedAirlines_Count,Chase_Title,Chase_Description,Chase_Count,KaiserPermanente_Title,KaiserPermanente_Description,KaiserPermanente_Count,Adobe_Title,Adobe_Description,Adobe_Count,Powered_By,Presented_By,Sponsors_List,Major_Sponsor,Other_Sponsor
"Warriors Waive Kendric Davis, Javan Johnson & Donovan Williams",2023-10-16 17:20:00,"The Golden State Warriors have waived guard Kendric Davis, forward Javan Johnson and guard Donovan Williams.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Santa Cruz Warriors Announce Annual Chase Center Game on March 10,2023-10-09 16:00:00,"The Golden State Warriors announced today that the Santa Cruz Warriors will host a home game against the Rio Grande Valley Vipers at Chase Center on Sunday, March 10, at 12:30 p.m.",False,False,0,False,False,0,True,True,2,False,False,0,False,False,0,False,False,[],[],[]
Golden State Warriors Awarded WNBA Expansion Franchise,2023-10-05 15:58:06,"The Golden State Warriors have been awarded a WNBA expansion franchise, which will begin play in the 2025 WNBA season.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors to Host Open Practice on Thursday, October 19",2023-10-04 17:00:00,"The Golden State Warriors will host Open Practice at Chase Center on Thursday, October 19, at 5:30 p.m., giving fans a rare, behind-the-scenes look at a Warriors team practice.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors Injury Updates – 10/2/23,2023-10-03 01:30:00,,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors Announce Roster and Schedule for 2023 Training Camp, Fueled by Gatorade",2023-09-29 19:02:00,"The Golden State Warriors have announced their training camp roster and schedule ahead of the team’s 2023 Training Camp, fueled by Gatorade.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors Basketball Academy, Powered by Rakuten, Announces Winter 2023 Camp Schedule",2023-09-29 17:00:00,"Warriors Basketball Academy, powered by Rakuten, has announced its 2023 winter camp schedule, which includes several camp sessions at over 10 Bay Area locations for youth ages 5-15.",True,True,2,False,False,0,False,False,0,False,False,0,False,False,0,True,False,[],[],[]
Warriors Sign Jerome Robinson to Two-Way Contract,2023-09-29 16:35:00,The Golden State Warriors have signed guard Jerome Robinson to a two-way contract.,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Waive Jayce Johnson,2023-09-29 03:00:00,The Golden State Warriors have waived center Jayce Johnson.,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Six Players to Contracts,2023-09-29 01:07:00,"The Golden State Warriors have signed free agent guard Kendric Davis, forward Rudy Gay, forward Javan Johnson, center Jayce Johnson, guard Rodney McGruder and guard Donovan Williams.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Center Usman Garuba to Two-Way Contract,2023-09-25 19:03:34,"The Golden State Warriors have signed center Usman Garuba to a two-way contract, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce 2023-24 Promotional Schedule,2023-09-25 17:06:42,"The Golden State Warriors announced the team’s promotional schedule for the 2023-24 NBA season, which features a variety of theme nights and giveaways. ",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Issue Fraud Alert for 2023-24 NBA Season Single Game Tickets,2023-09-13 14:39:00,"With single game tickets for the 2023-24 NBA Season going on sale today at 4 p.m., the Golden State Warriors have issued a fraud alert warning fans about the potential dangers of purchasing single game tickets from a non-verified third party.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Single Game Tickets for the 2023-24 NBA Season Available Tomorrow During Exclusive Presale Events,2023-09-11 17:00:00,"The Golden State Warriors announced today that single game tickets for all Warriors home games during the 2023-24 NBA season will go on sale beginning tomorrow, Tuesday, September 12, with exclusive presale events, before becoming available to the general public on Wednesday, September 13 at 4 p.m.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce 2023-24 Television & Radio Broadcast Schedules,2023-09-07 21:54:56,"For the 15th straight season, every regular season Golden State Warriors game will be available on television and radio, the team announced today.   ",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors to Name Media Workroom in Honor Of Jim Barnett,2023-09-05 18:17:02,"The Golden State Warriors will name the media workroom at Chase Center the Jim Barnett Media Center, honoring Barnett’s legendary 37-year career with the Warriors broadcast team, it was announced today.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce 11-Game Mini-Plans for 2023-24 NBA Season,2023-08-21 20:00:00,"The Golden State Warriors announced today that 11-game mini-plans for the 2023-24 NBA Season go on sale tomorrow, Tuesday, August 22, with exclusive presale events before becoming available to the general public on Wednesday, August 23, at 4 p.m.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors’ Kara Agby Named to Sports Business Journal’s 2023 ‘New Voices Under 30’ List,2023-08-21 14:00:00,"Golden State Warriors Manager of Partnership Development Kara Agby has been named to Sports Business Journal’s 2023 ‘New Voices Under 30’ list, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Insights on Warriors 2023-24 Schedule,2023-08-17 19:03:57,"The Warriors open the 2023-24 season at Chase Center, hosting the Phoenix Suns on Oct. 24 (7 P.M, TNT).",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce 2023-24 Regular Season Schedule,2023-08-17 19:00:53,"The Warriors will open the season at home at Chase Center versus the Phoenix Suns on Tuesday, October 24 on TNT.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce In-Season Tournament Games,2023-08-15 20:07:19,"The Warriors will host the Minnesota Timberwolves (Nov. 14) and San Antonio Spurs (Nov. 24) in Group Play games at Chase Center, with road games against the Oklahoma City Thunder (Nov. 3) and Sacramento Kings (Nov. 28).  ",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce Basketball Operations Promotions & Additions,2023-08-09 20:30:42,The Golden State Warriors have announced promotions and additions within the team’s basketball operations department ahead of the 2023-24 NBA season.,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Golden State Warriors Announce 2023 NBA Preseason Ticket On-Sale Information,2023-08-02 18:30:00,"The Golden State Warriors announced today that single game tickets for the team’s 2023 preseason games at Chase Center will go on sale tomorrow, August 3, with exclusive presale events, before becoming available to the general public at 4 p.m.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce 2023 Preseason Schedule,2023-08-02 18:00:00,"The Golden State Warriors will host three games at Chase Center as part of a five-game preseason slate to tip-off the 2023-24 season, it was announced today.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors Campaign 'Empowered' Named NBA Team Partnership of the Year,2023-07-28 18:53:49,"The Golden State Warriors and Rakuten have been honored with the 2023 NBA Team Partnership of the Year award for Empowered—a year-long celebration of women at the intersection of court, community and culture in the Bay Area. ",False,True,1,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Donna Daniels Named to Sports Business Journal Game Changers: Women in Sports Business List,2023-07-26 02:03:00,"The Golden State Warriors and Chase Center today announced that the General Manager of Chase Center, Donna Daniels, has been named to the annual Sports Business Journal Game Changers: Women in Sports Business awards list.",False,False,0,False,False,0,False,True,2,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Guard Lester Quinones to Two-Way Contract,2023-07-24 19:12:11,"The Golden State Warriors have signed guard Lester Quinones to a two-way contract, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors Basketball Academy, Powered by Rakuten, Announces Fall 2023 Specialty Clinic Schedule",2023-07-18 17:00:00,"Warriors Basketball Academy, powered by Rakuten, has announced its 2023 Fall specialty clinic schedule, which includes 16 sessions over nine Bay Area locations for youth ages five to 17 of all skill levels and abilities.",True,True,2,False,False,0,False,False,0,False,False,0,False,False,0,True,False,[],[],[]
Warriors Announce Executive Promotions,2023-07-13 21:50:00,"The Golden State Warriors announced three executive promotions today, elevating John Beaven to Chief Revenue Officer, Mike Kitts to Chief Commercial Officer, and Amanda Chin to Senior Vice President, Marketing.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Free Agent Forward/Center Dario Šarić,2023-07-12 21:45:27,"The Golden State Warriors have signed free agent forward/center Dario Šarić to a contract, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Re-Sign Forward Draymond Green,2023-07-08 19:08:17,"The Golden State Warriors have re-signed forward Draymond Green to a contract, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign 2023 Draft Pick Trayce Jackson-Davis,2023-07-07 01:59:10,"The Golden State Warriors have signed rookie forward Trayce Jackson-Davis to a contract, the team announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Free Agent Guard Cory Joseph,2023-07-06 23:01:32,"Joseph, 31, appeared in 62 games (two starts) with the Detroit Pistons last season, tallying averages of 6.9 points, 3.5 assists and 1.7 rebounds in 19.8 minutes per game while ranking eighth in the NBA in assist-to-turnover ratio (3.88).",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Acquire 12-Time All-Star Chris Paul In Trade With Wizards,2023-07-06 19:30:17,"The Golden State Warriors have acquired 12-time NBA All-Star guard Chris Paul from the Washington Wizards in exchange for forward Patrick Baldwin Jr., guard Jordan Poole, guard Ryan Rollins, a 2027 second round draft pick and a 2030 first round draft pick (top 20 protected), it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign 2023 First Round Draft Pick Brandin Podziemski,2023-07-03 22:45:00,"The Golden State Warriors have signed rookie guard Brandin Podziemski to a contract, the team announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Extend Qualifying Offers to Ty Jerome & Lester Quinones,2023-06-29 20:00:00,"The Golden State Warriors have extended qualifying offers to guards Ty Jerome and Lester Quinones, the team announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce 2023 Summer League Roster & Audio Broadcast Schedule,2023-06-28 21:30:00,The Golden State Warriors have announced the team’s Summer League Roster for the California Classic in Sacramento (July 3 and 5) and the NBA2K24 Summer League 2023 in Las Vegas (July 7-17).,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Launch Half Season Ticket Plans for 2023-24 NBA Season,2023-06-26 17:01:00,"The Golden State Warriors have launched multiple half season ticket plans for the 2023-24 NBA Season, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Trayce Jackson-Davis Views Four-Year College Experience as an Advantage,2023-06-24 05:24:48,"The Warriors went into Thursday night with just one scheduled draft selection but doubled that number after the team acquired the draft rights to 6’9 forward Trayce Jackson-Davis, the 57th pick of the 2023 Draft. ",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
